"","Report date","Company code","Fiscal year","Earnings","Cash Flow","Leverage Ratio(Book-based)","Leverage Ration(Market-based)"
"1588",2011-05-31,66399,2010,NA,NA,NA,NA
"1589",2012-05-31,66399,2011,NA,NA,NA,NA
"1590",2013-05-31,66399,2012,NA,NA,NA,NA
"1591",2011-03-31,100245,2010,38.219,-224.13,0,0
"1592",2012-03-31,100245,2011,-26.635,-187.854,0,0
"1593",2013-03-31,100245,2012,-40.58,-176.582,0.110857575660151,4.56957472075452
"1594",2014-03-31,100245,2013,-345.116,181.734,0.239928298968749,16.854908255437
"1595",2015-03-31,100245,2014,107.936,182.336,0.201870743816177,31.0878213802436
"1596",2016-03-31,100245,2015,59.545,-72.923,0.212011493546766,25.108306446511
"1597",2011-03-31,100477,2010,-347,7.89999999999998,0.0300928287259002,0.687645687645688
"1598",2012-03-31,100477,2011,604.3,252.9,0.0133766233766234,0.0651486401012018
"1599",2013-03-31,100477,2012,45.5,-109.1,0,0
"1600",2014-03-31,100477,2013,99.5,17.7,0.0223118917635889,0.199914929817099
"1601",2015-03-31,100477,2014,291.3,-103,0.201076057715823,4.37340425531915
"1602",2016-03-31,100477,2015,244.4,39.4,0.276171338953146,Inf
"1603",2017-03-31,100477,2016,276.5,-29.6,0.306503701495504,Inf
"1604",2011-03-31,102696,2010,128.46,163.114,0,0
"1605",2012-03-31,102696,2011,71.458,5.55799999999999,0,0
"1606",2013-03-31,102696,2012,-225.567,-142.975,0,0
"1607",2014-03-31,102696,2013,74.304,135.937,0,0
"1608",2015-03-31,102696,2014,9.283,81.489,0,0
"1609",2016-03-31,102696,2015,119.317,-19.248,0,0
"1610",2017-03-31,102696,2016,205.876,33.708,0,0
"1611",2011-05-31,107032,2010,-10.221,67.498,0,0
"1612",2011-03-31,108326,2010,68.849,91.532,0,0
"1613",2012-03-31,108326,2011,73.838,-38.937,0,0
"1614",2013-03-31,108326,2012,27.211,-36.847,0,0
"1615",2014-03-31,108326,2013,-41.017,-8.144,0,0
"1616",2015-03-31,108326,2014,-103.109,3.638,0,0
"1617",2016-03-31,108326,2015,6.336,-16.171,0,0
"1618",2017-03-31,108326,2016,43.674,29.649,0,0
"1619",2011-03-31,108831,2010,-42.283,74.866,0.0917823151148925,0.139165737674914
"1620",2011-03-31,109258,2010,-4.013,-5.432,0,0
"1621",2012-03-31,109258,2011,1.411,20.641,0,0
"1622",2013-03-31,109258,2012,-1.963,-7.503,0,0
"1623",2014-03-31,109258,2013,-10.556,-9.56,0,0
"1624",2015-03-31,109258,2014,-6.421,-8.261,0,NA
"1625",2011-03-31,109921,2010,NA,NA,NA,NA
"1626",2012-03-31,109921,2011,NA,NA,NA,NA
"1627",2013-03-31,109921,2012,NA,NA,NA,NA
"1628",2014-03-31,109921,2013,NA,NA,NA,NA
"1629",2015-03-31,109921,2014,NA,NA,NA,NA
"1630",2016-03-31,109921,2015,NA,NA,NA,NA
"1631",2017-03-31,109921,2016,NA,NA,NA,NA
"1632",2011-04-30,110246,2010,NA,NA,NA,NA
"1633",2012-04-30,110246,2011,NA,NA,NA,NA
"1634",2013-04-30,110246,2012,NA,NA,NA,NA
"1635",2014-04-30,110246,2013,NA,NA,NA,NA
"1636",2015-04-30,110246,2014,NA,NA,NA,NA
"1637",2016-04-30,110246,2015,NA,NA,NA,NA
"1638",2017-04-30,110246,2016,NA,NA,NA,NA
"1639",2011-04-30,110807,2010,NA,NA,NA,NA
"1640",2012-04-30,110807,2011,NA,NA,NA,NA
"1641",2013-04-30,110807,2012,NA,NA,NA,NA
"1642",2014-04-30,110807,2013,NA,NA,NA,NA
"1643",2015-04-30,110807,2014,NA,NA,NA,NA
"1644",2016-04-30,110807,2015,NA,NA,NA,NA
"1645",2017-04-30,110807,2016,NA,NA,NA,NA
"1646",2011-04-30,111491,2010,-356.273,-11.214,0.464719297805328,14.5234803921569
"1647",2012-04-30,111491,2011,-134.017,-9.337,0.626989931416268,1.65686839029674
"1648",2011-05-31,112035,2010,NA,NA,NA,NA
"1649",2012-05-31,112035,2011,NA,NA,NA,NA
"1650",2013-05-31,112035,2012,NA,NA,NA,NA
"1651",2014-05-31,112035,2013,NA,NA,NA,NA
"1652",2015-05-31,112035,2014,NA,NA,NA,NA
"1653",2016-05-31,112035,2015,NA,NA,NA,NA
"1654",2011-03-31,114370,2010,36.647,13.525,0.100406225302824,32.2319842053307
"1655",2012-03-31,114370,2011,30.306,24.364,0.0927451949637987,22.5572842998586
"1656",2013-03-31,114370,2012,7.648,9.699,0.0805065431995106,0.370686917500863
"1657",2014-03-31,114370,2013,6.046,-11.149,0.143093882280483,0.853879216370262
"1658",2015-03-31,114370,2014,23.74,27.988,0.132904468309906,0.633730421917249
"1659",2016-03-31,114370,2015,14.741,33.374,0.205954090480032,0.737315050858367
"1660",2017-03-31,114370,2016,21.348,16.346,0.179384255920217,0.838230702141634
"1661",2011-04-30,115757,2010,-82.769,18.437,0.28424332649965,1.37261294030849
"1662",2012-04-30,115757,2011,16.105,-1.575,0.203615949616699,0.93973332392677
"1663",2013-04-30,115757,2012,78.713,43.77,0.141965020230038,0.462300698116778
"1664",2014-04-30,115757,2013,89.305,-31.627,0.26846446816932,1.4887493458922
"1665",2015-04-30,115757,2014,49.613,-26.638,0.357761337556971,NA
"1666",2016-04-30,115757,2015,93.958,149.057,0.281385239458082,NA
"1667",2017-04-30,115757,2016,127.854,-129.73,0.276610459420636,NA
"1668",2012-03-31,118183,2011,-5.962,-5.771,0,NA
"1669",2013-03-31,118183,2012,-5.546,0.746,0,NA
"1670",2014-03-31,118183,2013,-5.962,-3.21,0,NA
"1671",2015-03-31,118183,2014,-6.579,0.899000000000001,0,NA
"1672",2016-03-31,118183,2015,-6.57,0.138999999999999,0,NA
"1673",2017-03-31,118183,2016,-5.776,2.2,0.267628441042249,NA
"1674",2011-04-30,118267,2010,58.874,20.452,0,0
"1675",2012-04-30,118267,2011,54.303,40.134,0,0
"1676",2013-04-30,118267,2012,33.293,-55.414,0,NA
"1677",2014-04-30,118267,2013,72.691,111.465,0,NA
"1678",2015-04-30,118267,2014,88.357,68.771,0,NA
"1679",2016-04-30,118267,2015,30.913,-92.045,0.0737385441904561,0.337608094877521
"1680",2017-04-30,118267,2016,84.181,149.901,0.124085630990965,0.482228405539365
"1681",2011-04-30,121153,2010,-8.402,-5.572,0,0
"1682",2012-04-30,121153,2011,-10.583,-3.62,0,0
"1683",2011-03-31,122537,2010,38.707,55.488,0.0897468556699837,8.66193562807331
"1684",2012-03-31,122537,2011,44.181,2.929,0.14611572101368,12.4730544653968
"1685",2013-03-31,122537,2012,56.294,-13.837,0.132329938993624,8.29478148361127
"1686",2014-03-31,122537,2013,43.137,96.776,0.0804523854139711,2.22772820864791
"1687",2015-03-31,122537,2014,27.693,-12.036,0.0723288971286058,1.82236000667297
"1688",2016-03-31,122537,2015,35.921,-13.579,0.0995776436388476,2.97480476543351
"1689",2017-03-31,122537,2016,28.422,22.296,0.172519681910806,4.10072663492859
"1690",2011-03-31,122902,2010,37.265,3.846,0.129093769547169,0.297879599013279
"1691",2012-03-31,122902,2011,32.428,50.097,0.109201647888093,0.290172512238728
"1692",2013-03-31,122902,2012,40.609,-17.334,0,0
"1693",2014-03-31,122902,2013,49.106,2.40199999999999,0,0
"1694",2015-03-31,122902,2014,61.192,1.98800000000001,0,0
"1695",2016-03-31,122902,2015,-28.369,105.074,0.0834993346494684,0.814338878981099
"1696",2017-03-31,122902,2016,33.291,94.93,0.0832983248984524,0.645418069554554
"1697",2011-03-31,125239,2010,-11.663,1.043,0.0873650665085311,NA
"1698",2012-03-31,125239,2011,-7.533,4.611,0.0605130917746628,NA
"1699",2013-03-31,125239,2012,8.283,4.804,0.116064373934379,NA
"1700",2014-03-31,125239,2013,5.307,4.613,0.144414829173734,1477.04347826087
"1701",2015-03-31,125239,2014,6.022,1.482,0.158175328164581,Inf
"1702",2016-03-31,125239,2015,6.618,4.472,0.142180466123426,480.987951807229
"1703",2017-03-31,125239,2016,9.906,-1.841,0.106080545927079,Inf
"1704",2011-04-30,126417,2010,88.095,107.741,0.0452070781303487,0.347069231703298
"1705",2012-04-30,126417,2011,42.993,-80.221,0.041276960513788,2.64020849828451
"1706",2013-04-30,126417,2012,-5.454,54.532,0.0397034470509909,254.872611464968
"1707",2014-04-30,126417,2013,111.787,14.025,0.169012504457292,1.05420028239293
"1708",2015-04-30,126417,2014,11.887,-105.658,0.142669352437879,0.755796329673931
"1709",2016-04-30,126417,2015,35.193,101.778,0.14026262470484,0.877517995859528
"1710",2017-04-30,126417,2016,249.346,-38.9930000000001,0.278667276668759,0.724744648498098
"1711",2011-04-30,126615,2010,47.024,139.592,0.0953566477261633,0.247393433954856
"1712",2011-04-30,127383,2010,-36.831,-0.922,0.139357264555549,NA
"1713",2012-04-30,127383,2011,-20.548,-3.993,0.0106718815477022,NA
"1714",2013-04-30,127383,2012,-6.911,0.602,0.0710388536786994,Inf
"1715",2014-04-30,127383,2013,-10.917,0.818,0.0287893924257561,Inf
"1716",2015-04-30,127383,2014,-8.821,0.142,0.00554199379824504,Inf
"1717",2016-04-30,127383,2015,-2.783,-0.22,0.0256719503790489,NA
"1718",2017-04-30,127383,2016,-1.219,-0.0759999999999998,0.0247725682295311,NA
"1719",2011-03-31,129438,2010,24.743,6.169,0,NA
"1720",2011-03-31,132644,2010,-1.486,-0.135,0.207295157608432,0.288339413592758
"1721",2012-03-31,132644,2011,-6.267,-0.945,0,0
"1722",2013-03-31,132644,2012,-4.749,-3.779,0,NA
"1723",2014-03-31,132644,2013,-8.179,4.809,0,NA
"1724",2015-03-31,132644,2014,-13.746,-3.729,0.0777771817840476,NA
"1725",2016-03-31,132644,2015,-14.021,-3.644,0.122588378983557,NA
"1726",2017-03-31,132644,2016,-9.452,-0.177,0.179259748531528,NA
"1727",2011-04-30,133247,2010,-2.087,6.504,0,NA
"1728",2012-04-30,133247,2011,-11.978,-4.485,0,NA
"1729",2013-04-30,133247,2012,-11.674,-4.85,0,NA
"1730",2011-05-31,133888,2010,-7.263,-7.308,0.0107329958177416,Inf
"1731",2011-03-31,136828,2010,-6.572,-8.103,0,NA
"1732",2012-03-31,136828,2011,-7.677,-8.263,0,NA
"1733",2013-03-31,136828,2012,-11.432,-3.088,0,NA
"1734",2014-03-31,136828,2013,-7.471,-0.766,0,NA
"1735",2015-03-31,136828,2014,-13.813,-8.395,0,NA
"1736",2011-03-31,137373,2010,-38.47,-13.814,0.00341304772520944,0.0311353391340811
"1737",2012-03-31,137373,2011,-18.764,16.496,0.00433902517235851,0.0108821311887409
"1738",2013-03-31,137373,2012,-22.563,-11.135,0.00680116329661774,0.021411578112609
"1739",2014-03-31,137373,2013,-16.256,-10.958,0.00766779999524478,0.0469534832932955
"1740",2015-03-31,137373,2014,-31.533,4.362,0.00628428801297401,0.0361068646720536
"1741",2016-03-31,137373,2015,-25.191,-20.517,0.00778286695770414,0.0543478260869565
"1742",2017-03-31,137373,2016,-23.921,2.999,0.00562887199464571,0.0251649531993248
"1743",2011-04-30,137704,2010,124.482,144.574,0.04471173650448,0.255308928275634
"1744",2012-04-30,137704,2011,65.849,-88.882,0.038517367404169,0.276975133979215
"1745",2013-04-30,137704,2012,42.902,-100.329,0.0321740420239704,0.549175082769941
"1746",2014-04-30,137704,2013,94.997,107.75,0.0270823649452979,0.140075448095229
"1747",2015-04-30,137704,2014,93.39,20.957,0.0218571829397519,0.106705543235776
"1748",2011-03-31,138402,2010,12.401,-21.777,0,0
"1749",2012-03-31,138402,2011,18.333,-10.641,0,0
"1750",2011-04-30,139526,2010,-316.239,-2.909,0,NA
"1751",2011-05-31,141359,2010,24.855,6.194,0,0
"1752",2012-05-31,141359,2011,41.142,-33.267,0,0
"1753",2013-05-31,141359,2012,20.504,-8.285,0,NA
"1754",2014-05-31,141359,2013,19.886,-13.607,0,NA
"1755",2015-05-31,141359,2014,27.508,9.521,0,NA
"1756",2016-05-31,141359,2015,30.443,3.654,0,NA
"1757",2017-05-31,141359,2016,18.651,-28.202,0.131821776957553,NA
"1758",2011-05-31,141913,2010,209.238,556.875,0.105660565444701,NA
"1759",2012-05-31,141913,2011,188.161,-542.094,0.116431677927848,Inf
"1760",2013-05-31,141913,2012,216.125,-104.499,0.308304555182371,NA
"1761",2014-05-31,141913,2013,245.286,-88.676,0.346802782028791,NA
"1762",2015-05-31,141913,2014,278.04,125.155,0.300765610296143,NA
"1763",2016-05-31,141913,2015,271.666,423.24,0.429620040129584,NA
"1764",2011-05-31,142064,2010,NA,NA,NA,NA
"1765",2012-05-31,142064,2011,NA,NA,NA,NA
"1766",2011-05-31,142069,2010,NA,NA,NA,NA
"1767",2012-05-31,142069,2011,NA,NA,NA,NA
"1768",2011-05-31,142092,2010,NA,NA,NA,NA
"1769",2012-05-31,142092,2011,NA,NA,NA,NA
"1770",2011-05-31,142093,2010,NA,NA,NA,NA
"1771",2012-05-31,142093,2011,NA,NA,NA,NA
"1772",2011-05-31,142131,2010,NA,NA,NA,NA
"1773",2012-05-31,142131,2011,NA,NA,NA,NA
"1774",2013-05-31,142131,2012,NA,NA,NA,NA
"1775",2014-05-31,142131,2013,NA,NA,NA,NA
"1776",2011-03-31,142251,2010,-0.91,-1.226,0,0
"1777",2012-03-31,142251,2011,-2.332,-0.0489999999999999,0,0
"1778",2013-03-31,142251,2012,0.366,2.052,0.100517665979796,7.72200772200772
"1779",2014-03-31,142251,2013,-2.381,-2.108,0.108867236405204,6.51465798045603
"1780",2012-03-31,143403,2011,-126.522,-44.739,0.503344687513771,1.46337157488756
"1781",2013-03-31,143403,2012,530.308,-11.87,0.626379548733699,1.67461631674567
"1782",2014-03-31,143403,2013,135.907,-14.222,0.597830335129212,4.06703387724675
"1783",2015-03-31,143403,2014,-446.785,53.311,0.521514196069967,114.177721518987
"1784",2016-03-31,143403,2015,64.604,52.485,0.529520977044896,78.8802245044184
"1785",2017-03-31,143403,2016,446.412,-68.48,0.402347419736582,33.9620891858721
"1786",2011-04-30,143668,2010,-3.262,-10.489,0.247323239912841,0.55922952769283
"1787",2011-03-31,144183,2010,-12.91,181.424,0,0
"1788",2012-03-31,144183,2011,-38.153,-34.504,0,NA
"1789",2011-04-30,144217,2010,NA,NA,NA,NA
"1790",2012-04-30,144217,2011,NA,NA,NA,NA
"1791",2013-04-30,144217,2012,NA,NA,NA,NA
"1792",2014-04-30,144217,2013,NA,NA,NA,NA
"1793",2015-04-30,144217,2014,NA,NA,NA,NA
"1794",2016-04-30,144217,2015,NA,NA,NA,NA
"1795",2017-04-30,144217,2016,NA,NA,NA,NA
"1796",2011-04-30,144218,2010,NA,NA,NA,NA
"1797",2012-04-30,144218,2011,NA,NA,NA,NA
"1798",2013-04-30,144218,2012,NA,NA,NA,NA
"1799",2014-04-30,144218,2013,NA,NA,NA,NA
"1800",2015-04-30,144218,2014,NA,NA,NA,NA
"1801",2016-04-30,144218,2015,NA,NA,NA,NA
"1802",2017-04-30,144218,2016,NA,NA,NA,NA
"1803",2011-04-30,144219,2010,NA,NA,NA,NA
"1804",2012-04-30,144219,2011,NA,NA,NA,NA
"1805",2013-04-30,144219,2012,NA,NA,NA,NA
"1806",2014-04-30,144219,2013,NA,NA,NA,NA
"1807",2015-04-30,144219,2014,NA,NA,NA,NA
"1808",2016-04-30,144219,2015,NA,NA,NA,NA
"1809",2017-04-30,144219,2016,NA,NA,NA,NA
"1810",2017-03-31,144382,2016,6.913,10.46,0.218827549001978,NA
"1811",2011-03-31,144535,2010,896.383,-53.193,NA,NA
"1812",2012-03-31,144535,2011,1031.052,-1707.267,NA,NA
"1813",2013-03-31,144535,2012,1260.022,1165.028,NA,NA
"1814",2014-03-31,144535,2013,1457.248,2069.02,NA,NA
"1815",2015-03-31,144535,2014,1715.437,-545.325,NA,NA
"1816",2016-03-31,144535,2015,1932.276,379.505,NA,NA
"1817",2017-03-31,144535,2016,2356.28,1583.732,NA,NA
"1818",2011-03-31,145042,2010,18.524,-30.86,0,0
"1819",2012-03-31,145042,2011,25.293,30.264,0,0
"1820",2013-03-31,145042,2012,22.163,-2.813,0,0
"1821",2014-03-31,145042,2013,24.752,-34.7,0,0
"1822",2011-05-31,145411,2010,NA,NA,NA,NA
"1823",2012-05-31,145411,2011,NA,NA,NA,NA
"1824",2011-05-31,145412,2010,NA,NA,NA,NA
"1825",2012-05-31,145412,2011,NA,NA,NA,NA
"1826",2011-05-31,146082,2010,NA,NA,NA,NA
"1827",2012-05-31,146082,2011,NA,NA,NA,NA
"1828",2011-05-31,146083,2010,NA,NA,NA,NA
"1829",2012-05-31,146083,2011,NA,NA,NA,NA
"1830",2011-05-31,147835,2010,NA,NA,NA,NA
"1831",2012-05-31,147835,2011,NA,NA,NA,NA
"1832",2011-03-31,148234,2010,-14.351,-3.308,1.51257127549654,Inf
"1833",2015-03-31,148410,2014,-218.772,-103.619,0,0
"1834",2011-03-31,148440,2010,NA,NA,NA,NA
"1835",2012-03-31,148440,2011,NA,NA,NA,NA
"1836",2013-03-31,148440,2012,NA,NA,NA,NA
"1837",2014-03-31,148440,2013,NA,NA,NA,NA
"1838",2015-03-31,148440,2014,NA,NA,NA,NA
"1839",2016-03-31,148440,2015,NA,NA,NA,NA
"1840",2017-03-31,148440,2016,NA,NA,NA,NA
"1841",2011-05-31,149264,2010,NA,NA,NA,NA
"1842",2012-05-31,149264,2011,NA,NA,NA,NA
"1843",2013-05-31,149264,2012,NA,NA,NA,NA
"1844",2014-05-31,149264,2013,NA,NA,NA,NA
"1845",2015-05-31,149264,2014,NA,NA,NA,NA
"1846",2016-05-31,149264,2015,NA,NA,NA,NA
"1847",2017-05-31,149264,2016,NA,NA,NA,NA
"1848",2011-05-31,149265,2010,NA,NA,NA,NA
"1849",2012-05-31,149265,2011,NA,NA,NA,NA
"1850",2013-05-31,149265,2012,NA,NA,NA,NA
"1851",2014-05-31,149265,2013,NA,NA,NA,NA
"1852",2015-05-31,149265,2014,NA,NA,NA,NA
"1853",2016-05-31,149265,2015,NA,NA,NA,NA
"1854",2017-05-31,149265,2016,NA,NA,NA,NA
"1855",2011-05-31,149266,2010,NA,NA,NA,NA
"1856",2012-05-31,149266,2011,NA,NA,NA,NA
"1857",2013-05-31,149266,2012,NA,NA,NA,NA
"1858",2014-05-31,149266,2013,NA,NA,NA,NA
"1859",2015-05-31,149266,2014,NA,NA,NA,NA
"1860",2016-05-31,149266,2015,NA,NA,NA,NA
"1861",2017-05-31,149266,2016,NA,NA,NA,NA
"1862",2011-04-30,149477,2010,-11.03,-1.314,0.260289009309434,Inf
"1863",2011-05-31,150723,2010,NA,NA,NA,NA
"1864",2012-05-31,150723,2011,NA,NA,NA,NA
"1865",2011-05-31,150724,2010,NA,NA,NA,NA
"1866",2012-05-31,150724,2011,NA,NA,NA,NA
"1867",2011-05-31,150725,2010,NA,NA,NA,NA
"1868",2012-05-31,150725,2011,NA,NA,NA,NA
"1869",2013-05-31,150725,2012,NA,NA,NA,NA
"1870",2014-05-31,150725,2013,NA,NA,NA,NA
"1871",2015-05-31,150725,2014,NA,NA,NA,NA
"1872",2016-05-31,150725,2015,NA,NA,NA,NA
"1873",2017-05-31,150725,2016,NA,NA,NA,NA
"1874",2011-05-31,150726,2010,NA,NA,NA,NA
"1875",2012-05-31,150726,2011,NA,NA,NA,NA
"1876",2011-05-31,151576,2010,NA,NA,NA,NA
"1877",2012-05-31,151576,2011,NA,NA,NA,NA
"1878",2013-05-31,151576,2012,NA,NA,NA,NA
"1879",2014-05-31,151576,2013,NA,NA,NA,NA
"1880",2011-04-30,152909,2010,NA,NA,NA,NA
"1881",2012-04-30,152909,2011,NA,NA,NA,NA
"1882",2013-04-30,152909,2012,NA,NA,NA,NA
"1883",2014-04-30,152909,2013,NA,NA,NA,NA
"1884",2015-04-30,152909,2014,NA,NA,NA,NA
"1885",2016-04-30,152909,2015,NA,NA,NA,NA
"1886",2017-04-30,152909,2016,NA,NA,NA,NA
"1887",2011-03-31,153713,2010,NA,NA,NA,NA
"1888",2012-03-31,153713,2011,NA,NA,NA,NA
"1889",2013-03-31,153713,2012,NA,NA,NA,NA
"1890",2014-03-31,153713,2013,NA,NA,NA,NA
"1891",2015-03-31,153713,2014,NA,NA,NA,NA
"1892",2016-03-31,153713,2015,NA,NA,NA,NA
"1893",2017-03-31,153713,2016,NA,NA,NA,NA
"1894",2011-04-30,154118,2010,NA,NA,NA,NA
"1895",2012-04-30,154118,2011,NA,NA,NA,NA
"1896",2013-04-30,154118,2012,NA,NA,NA,NA
"1897",2014-04-30,154118,2013,NA,NA,NA,NA
"1898",2015-04-30,154118,2014,NA,NA,NA,NA
"1899",2016-04-30,154118,2015,NA,NA,NA,NA
"1900",2017-04-30,154118,2016,NA,NA,NA,NA
"1901",2011-05-31,154374,2010,NA,NA,NA,NA
"1902",2012-05-31,154374,2011,NA,NA,NA,NA
"1903",2013-05-31,154374,2012,NA,NA,NA,NA
"1904",2014-05-31,154374,2013,NA,NA,NA,NA
"1905",2015-05-31,154374,2014,NA,NA,NA,NA
"1906",2016-05-31,154374,2015,NA,NA,NA,NA
"1907",2017-05-31,154374,2016,NA,NA,NA,NA
"1908",2011-03-31,154638,2010,NA,NA,NA,NA
"1909",2012-03-31,154638,2011,NA,NA,NA,NA
"1910",2013-03-31,154638,2012,NA,NA,NA,NA
"1911",2014-03-31,154638,2013,NA,NA,NA,NA
"1912",2011-03-31,154757,2010,8.812,24.608,NA,NA
"1913",2012-03-31,154757,2011,7.877,-17.812,NA,NA
"1914",2013-03-31,154757,2012,6.61,-14.361,NA,NA
"1915",2014-03-31,154757,2013,6.465,166.685,NA,NA
"1916",2015-03-31,154757,2014,8.554,-143.273,NA,NA
"1917",2016-03-31,154757,2015,5.401,-18.239,NA,NA
"1918",2017-03-31,154757,2016,4.722,-16.416,NA,NA
"1919",2011-04-30,155102,2010,NA,NA,NA,NA
"1920",2012-04-30,155102,2011,NA,NA,NA,NA
"1921",2013-04-30,155102,2012,NA,NA,NA,NA
"1922",2014-04-30,155102,2013,NA,NA,NA,NA
"1923",2015-04-30,155102,2014,NA,NA,NA,NA
"1924",2016-04-30,155102,2015,NA,NA,NA,NA
"1925",2017-04-30,155102,2016,NA,NA,NA,NA
"1926",2011-05-31,155326,2010,NA,NA,NA,NA
"1927",2012-05-31,155326,2011,NA,NA,NA,NA
"1928",2013-05-31,155326,2012,NA,NA,NA,NA
"1929",2014-05-31,155326,2013,NA,NA,NA,NA
"1930",2015-05-31,155326,2014,NA,NA,NA,NA
"1931",2016-05-31,155326,2015,NA,NA,NA,NA
"1932",2017-05-31,155326,2016,NA,NA,NA,NA
"1933",2011-05-31,155335,2010,NA,NA,NA,NA
"1934",2012-05-31,155335,2011,NA,NA,NA,NA
"1935",2013-05-31,155335,2012,NA,NA,NA,NA
"1936",2014-05-31,155335,2013,NA,NA,NA,NA
"1937",2015-05-31,155335,2014,NA,NA,NA,NA
"1938",2016-05-31,155335,2015,NA,NA,NA,NA
"1939",2017-05-31,155335,2016,NA,NA,NA,NA
"1940",2011-05-31,155336,2010,NA,NA,NA,NA
"1941",2012-05-31,155336,2011,NA,NA,NA,NA
"1942",2013-05-31,155336,2012,NA,NA,NA,NA
"1943",2014-05-31,155336,2013,NA,NA,NA,NA
"1944",2015-05-31,155336,2014,NA,NA,NA,NA
"1945",2016-05-31,155336,2015,NA,NA,NA,NA
"1946",2017-05-31,155336,2016,NA,NA,NA,NA
"1947",2011-03-31,155616,2010,-29.236,1.654,0.881114059735665,11.7904173375691
"1948",2012-03-31,155616,2011,-23.04,7.095,0.909132582193929,7.97596081158719
"1949",2013-03-31,155616,2012,-21.066,-4.395,0.85344190271001,31.2607350096712
"1950",2014-03-31,155616,2013,-25.864,36.767,0.715131301337002,32.8248872379942
"1951",2015-03-31,155616,2014,-31.308,-31.216,0.746633059830893,30.0096278200891
"1952",2016-03-31,155616,2015,-41.742,6.482,0.971714151997631,22.6209005002779
"1953",2017-03-31,155616,2016,-15.129,-12.915,0.926196360368456,140.165
"1954",2011-03-31,155915,2010,NA,NA,NA,NA
"1955",2012-03-31,155915,2011,NA,NA,NA,NA
"1956",2013-03-31,155915,2012,NA,NA,NA,NA
"1957",2014-03-31,155915,2013,NA,NA,NA,NA
"1958",2015-03-31,155915,2014,NA,NA,NA,NA
"1959",2016-03-31,155915,2015,NA,NA,NA,NA
"1960",2017-03-31,155915,2016,NA,NA,NA,NA
"1961",2011-03-31,156825,2010,NA,NA,NA,NA
"1962",2012-03-31,156825,2011,NA,NA,NA,NA
"1963",2013-03-31,156825,2012,NA,NA,NA,NA
"1964",2014-03-31,156825,2013,NA,NA,NA,NA
"1965",2015-03-31,156825,2014,NA,NA,NA,NA
"1966",2016-03-31,156825,2015,NA,NA,NA,NA
"1967",2017-03-31,156825,2016,NA,NA,NA,NA
"1968",2011-03-31,157921,2010,-3.954,-4.872,0.199735124175193,2.18795737578637
"1969",2012-03-31,157921,2011,-6.222,-3.666,0.279115741607352,41.7303754266212
"1970",2011-03-31,160213,2010,18.876,1.294,0,0
"1971",2012-03-31,160213,2011,6.756,5.682,0,0
"1972",2013-03-31,160213,2012,3.846,9.486,0,0
"1973",2014-03-31,160213,2013,-6.189,0.399999999999999,0,0
"1974",2015-03-31,160213,2014,-4.978,-4.744,0,0
"1975",2016-03-31,160213,2015,-2.17,-4.813,0,0
"1976",2017-03-31,160213,2016,-0.115,1.773,0,0
"1977",2011-05-31,160554,2010,NA,NA,NA,NA
"1978",2012-05-31,160554,2011,NA,NA,NA,NA
"1979",2013-05-31,160554,2012,NA,NA,NA,NA
"1980",2014-05-31,160554,2013,NA,NA,NA,NA
"1981",2015-05-31,160554,2014,NA,NA,NA,NA
"1982",2016-05-31,160554,2015,NA,NA,NA,NA
"1983",2017-05-31,160554,2016,NA,NA,NA,NA
"1984",2011-05-31,160749,2010,NA,NA,NA,NA
"1985",2012-05-31,160749,2011,NA,NA,NA,NA
"1986",2013-05-31,160749,2012,NA,NA,NA,NA
"1987",2014-05-31,160749,2013,NA,NA,NA,NA
"1988",2015-05-31,160749,2014,NA,NA,NA,NA
"1989",2016-05-31,160749,2015,NA,NA,NA,NA
"1990",2017-05-31,160749,2016,NA,NA,NA,NA
"1991",2011-03-31,160893,2010,113.426,-97.879,0.136863803997731,26.134725848564
"1992",2012-03-31,160893,2011,144.003,52.394,0.125077698448219,306.980818414322
"1993",2013-03-31,160893,2012,166.508,93.346,0.0783689250840222,Inf
"1994",2014-03-31,160893,2013,150.328,-16.822,0.124247908356153,2552.97345132743
"1995",2015-03-31,160893,2014,181.188,75.542,0.229403244589692,119.424789410349
"1996",2016-03-31,160893,2015,136.15,120.919,0.273872335275694,Inf
"1997",2017-03-31,160893,2016,160.214,121.655,0.25633081831935,505.394668959587
"1998",2011-03-31,160935,2010,NA,NA,NA,NA
"1999",2012-03-31,160935,2011,NA,NA,NA,NA
"2000",2013-03-31,160935,2012,NA,NA,NA,NA
"2001",2014-03-31,160935,2013,NA,NA,NA,NA
"2002",2015-03-31,160935,2014,NA,NA,NA,NA
"2003",2016-03-31,160935,2015,NA,NA,NA,NA
"2004",2017-03-31,160935,2016,NA,NA,NA,NA
"2005",2011-05-31,161869,2010,-0.546,-0.0920000000000005,0.478918058870326,NA
"2006",2012-05-31,161869,2011,-9.334,0.647,0.901679841897233,NA
"2007",2011-04-30,161897,2010,36.78,-5.495,0,NA
"2008",2012-04-30,161897,2011,14.246,0.0849999999999973,0,NA
"2009",2013-04-30,161897,2012,38.352,2.445,0.00168321466101669,NA
"2010",2011-05-31,162129,2010,2514.6,1269.6,0.0512640227023671,33.5809128630705
"2011",2012-05-31,162129,2011,1930.2,17.3000000000002,0.0605437856492355,32.9153094462541
